IDProductoCM,Modelo,Tipo de Producto,Marca,Nombre Producto ONU,Precio Unitario,Rut Unidad de Compra,Región Unidad de Compra,Sector,year,Nro Licitación Pública,Convenio Marco,CodigoOC,Fecha Envío OC,Cantidad,Rut Proveedor,Nombre Proveedor Sucursal,Vehículo,Macrozona_x,Gama_x,Pgm,Puntaje Precio_x,PUNTAJE OFERTA,Marca_x,Precio,Modelo,Versión,Precio + Despacho,Precio Macrozona-Gama,Puntaje Precio_y,exact_merge_var
1848068,T60 DX 4X4,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,17462400.0,69.191.400-3,Araucanía,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),3836-672-CM22,2022-09-14,1.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,T60 DX 4X4,,,,,MAXUS CENTRO CAMIONETA 86.519.000-K
1848068,T60 DX 4X4,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,17462400.0,69.141.000-5,íuble,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),3881-411-CM22,2022-09-15,2.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,T60 DX 4X4,,,,,MAXUS CENTRO CAMIONETA 86.519.000-K
1848062,T60 DX 4X2,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,15926400.0,69.110.400-1,Maule,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),2292-1439-CM22,2022-09-20,1.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,T60 DX 4X2,,,,,MAXUS CENTRO CAMIONETA 86.519.000-K
1848062,T60 DX 4X2,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,15926400.0,69.141.400-0,íuble,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),5041-73-CM22,2022-09-21,2.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,T60 DX 4X2,,,,,MAXUS CENTRO CAMIONETA 86.519.000-K
1848068,T60 DX 4X4,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,17462400.0,69.141.400-0,íuble,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),5041-74-CM22,2022-09-22,2.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,T60 DX 4X4,,,,,MAXUS CENTRO CAMIONETA 86.519.000-K
1875489,VIGUS WORK LX 4X4 DIESEL G4,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,15938950.0,61.980.360-4,Metropolitana,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),799595-275-CM22,2022-09-22,2.0,96.642.160-6,PIAMONTE S.A.,JMC VIGUS WORK 4X2,Metropolitana,Gama 2,11549500.0,97.35227499025932,97.48466124074636,JMC,11490000.0,VIGUS WORK LX 4X4 DIESEL G4,4x2,11549500,11549500.0,97.35227499025932,JMC METROPOLITANA CAMIONETA 96.642.160-6
1873552,VENUE QX 1.6 MT PLUS,SUV,HYUNDAI ,Automóviles,12472773.0,69.255.400-0,Metropolitana,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),2793-663-CM22,2022-09-26,1.0,79.649.140-k,Automotores Gildemeister CAMIONES,,,,,,,,,VENUE QX 1.6 MT PLUS,,,,,HYUNDAI  METROPOLITANA SUV 79.649.140-K
1875489,VIGUS WORK LX 4X4 DIESEL G4,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,15938950.0,61.313.000-4,Araucanía,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),1091-469-CM22,2022-09-23,1.0,96.642.160-6,PIAMONTE S.A.,JMC VIGUS WORK 4X2,Metropolitana,Gama 2,11549500.0,97.35227499025932,97.48466124074636,JMC,11490000.0,VIGUS WORK LX 4X4 DIESEL G4,4x2,11549500,11549500.0,97.35227499025932,JMC METROPOLITANA CAMIONETA 96.642.160-6
1875489,VIGUS WORK LX 4X4 DIESEL G4,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,15938950.0,61.202.000-0,Arica y Parinacota,Obras Públicas,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),978-243-CM22,2022-09-28,2.0,96.642.160-6,PIAMONTE S.A.,JMC VIGUS WORK 4X2,Metropolitana,Gama 2,11549500.0,97.35227499025932,97.48466124074636,JMC,11490000.0,VIGUS WORK LX 4X4 DIESEL G4,4x2,11549500,11549500.0,97.35227499025932,JMC METROPOLITANA CAMIONETA 96.642.160-6
1875489,VIGUS WORK LX 4X4 DIESEL G4,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,15938950.0,60.901.000-2,Metropolitana,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),4660-62-CM22,2022-09-28,1.0,96.642.160-6,PIAMONTE S.A.,JMC VIGUS WORK 4X2,Metropolitana,Gama 2,11549500.0,97.35227499025932,97.48466124074636,JMC,11490000.0,VIGUS WORK LX 4X4 DIESEL G4,4x2,11549500,11549500.0,97.35227499025932,JMC METROPOLITANA CAMIONETA 96.642.160-6
1848062,T60 DX 4X2,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,15926400.0,69.073.900-3,Metropolitana,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),4202-60-CM22,2022-09-28,2.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,T60 DX 4X2,,,,,MAXUS CENTRO CAMIONETA 86.519.000-K
1848068,T60 DX 4X4,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,17462400.0,69.073.900-3,Metropolitana,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),4202-60-CM22,2022-09-28,1.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,T60 DX 4X4,,,,,MAXUS CENTRO CAMIONETA 86.519.000-K
1848052,NAVARA DC SE 2.3D MT 4WD,CAMIONETA,NISSAN,Camiones ligeros o vehículos de deporte de utilidad,27829020.0,61.402.014-8,Los Lagos,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),680-44-CM22,2022-09-30,1.0,91.502.000-3,Salinas y Fabres S.A.,NISSAN NAVARA SE 4X4 MT ,Sur,Gama 4,19341547.66666667,73.75107848573923,75.06352456145227,nissan,19150243.0,NAVARA DC SE 2.3D MT 4WD,SE 4x4 mt ,19150243,19341547.66666667,73.75107848573923,NISSAN SUR CAMIONETA 91.502.000-3
1848068,T60 DX 4X4,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,17462400.0,60.103.008-K,Los Lagos,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),2003-56-CM22,2022-09-28,1.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,T60 DX 4X4,,,,,MAXUS CENTRO CAMIONETA 86.519.000-K
1848052,NAVARA DC SE 2.3D MT 4WD,CAMIONETA,NISSAN,Camiones ligeros o vehículos de deporte de utilidad,27829020.0,61.402.006-7,Bío-Bío,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),677-69-CM22,2022-09-30,1.0,91.502.000-3,Salinas y Fabres S.A.,NISSAN NAVARA SE 4X4 MT ,Sur,Gama 4,19341547.66666667,73.75107848573923,75.06352456145227,nissan,19150243.0,NAVARA DC SE 2.3D MT 4WD,SE 4x4 mt ,19150243,19341547.66666667,73.75107848573923,NISSAN SUR CAMIONETA 91.502.000-3
1848052,NAVARA DC SE 2.3D MT 4WD,CAMIONETA,NISSAN,Camiones ligeros o vehículos de deporte de utilidad,27829020.0,61.402.018-0,Araucanía,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),678-54-CM22,2022-09-30,1.0,91.502.000-3,Salinas y Fabres S.A.,NISSAN NAVARA SE 4X4 MT ,Sur,Gama 4,19341547.66666667,73.75107848573923,75.06352456145227,nissan,19150243.0,NAVARA DC SE 2.3D MT 4WD,SE 4x4 mt ,19150243,19341547.66666667,73.75107848573923,NISSAN SUR CAMIONETA 91.502.000-3
1875489,VIGUS WORK LX 4X4 DIESEL G4,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,15938950.0,60.908.000-0,Metropolitana,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),85-383-CM22,2022-09-28,3.0,96.642.160-6,PIAMONTE S.A.,JMC VIGUS WORK 4X2,Metropolitana,Gama 2,11549500.0,97.35227499025932,97.48466124074636,JMC,11490000.0,VIGUS WORK LX 4X4 DIESEL G4,4x2,11549500,11549500.0,97.35227499025932,JMC METROPOLITANA CAMIONETA 96.642.160-6
1848052,NAVARA DC SE 2.3D MT 4WD,CAMIONETA,NISSAN,Camiones ligeros o vehículos de deporte de utilidad,27829020.0,61.802.014-2,Aysén,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),682-35-CM22,2022-09-30,1.0,91.502.000-3,Salinas y Fabres S.A.,NISSAN NAVARA SE 4X4 MT ,Sur,Gama 4,19341547.66666667,73.75107848573923,75.06352456145227,nissan,19150243.0,NAVARA DC SE 2.3D MT 4WD,SE 4x4 mt ,19150243,19341547.66666667,73.75107848573923,NISSAN SUR CAMIONETA 91.502.000-3
1848068,T60 DX 4X4,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,17462400.0,60.103.006-3,Coquimbo,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),1456-69-CM22,2022-09-28,1.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,T60 DX 4X4,,,,,MAXUS CENTRO CAMIONETA 86.519.000-K
1848068,T60 DX 4X4,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,17462400.0,69.090.900-6,Lib. Gral. Bdo. O'Higgins,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),3983-335-CM22,2022-09-29,1.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,T60 DX 4X4,,,,,MAXUS CENTRO CAMIONETA 86.519.000-K
1848027,VIGUS DOBLE CABINA 4X2 DIESEL,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,14219950.0,69.261.400-3,Metropolitana,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),3824-277-CM22,2022-09-29,1.0,96.642.160-6,PIAMONTE S.A.,JMC VIGUS WORK 4X2,Metropolitana,Gama 2,11549500.0,97.35227499025932,97.48466124074636,JMC,11490000.0,VIGUS DOBLE CABINA 4X2 DIESEL,4x2,11549500,11549500.0,97.35227499025932,JMC METROPOLITANA CAMIONETA 96.642.160-6
1848062,T60 DX 4X2,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,15926400.0,60.104.000-K,Lib. Gral. Bdo. O'Higgins,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),1455-39-CM22,2022-09-29,1.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,T60 DX 4X2,,,,,MAXUS CENTRO CAMIONETA 86.519.000-K
1848068,T60 DX 4X4,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,17462400.0,61.607.000-2,íuble,Salud,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),1077204-98-CM22,2022-09-29,1.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,T60 DX 4X4,,,,,MAXUS CENTRO CAMIONETA 86.519.000-K
1848052,NAVARA DC SE 2.3D MT 4WD,CAMIONETA,NISSAN,Camiones ligeros o vehículos de deporte de utilidad,27829020.0,61.402.008-3,Magallanes y Antártica,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),683-32-CM22,2022-09-30,1.0,91.502.000-3,Salinas y Fabres S.A.,NISSAN NAVARA SE 4X4 MT ,Sur,Gama 4,19341547.66666667,73.75107848573923,75.06352456145227,nissan,19150243.0,NAVARA DC SE 2.3D MT 4WD,SE 4x4 mt ,19150243,19341547.66666667,73.75107848573923,NISSAN SUR CAMIONETA 91.502.000-3
1873551,VENUE QX 1.6 MT PLUS,SUV,HYUNDAI ,Automóviles,12472773.0,69.265.100-6,Tarapacá,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas (Magento),3447-2686-CM22,2022-09-30,3.0,79.649.140-k,Automotores Gildemeister CAMIONES,,,,,,,,,VENUE QX 1.6 MT PLUS,,,,,HYUNDAI  NORTE SUV 79.649.140-K
1875489,VIGUS WORK LX 4X4 DIESEL G4,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,15938950.0,60.901.009-6,Maule,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1755-238-CM22,2022-10-03,1.0,96.642.160-6,PIAMONTE S.A.,JMC VIGUS WORK 4X2,Metropolitana,Gama 2,11549500.0,97.35227499025932,97.48466124074636,JMC,11490000.0,VIGUS WORK LX 4X4 DIESEL G4,4x2,11549500,11549500.0,97.35227499025932,JMC METROPOLITANA CAMIONETA 96.642.160-6
1848068,T60 DX 4X4,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,17462400.0,69.140.700-4,íuble,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,4252-394-CM22,2022-10-03,1.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,T60 DX 4X4,,,,,MAXUS CENTRO CAMIONETA 86.519.000-K
1848068,T60 DX 4X4,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,17462400.0,69.130.300-4,Maule,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,2333-1068-CM22,2022-10-03,1.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,T60 DX 4X4,,,,,MAXUS CENTRO CAMIONETA 86.519.000-K
1848027,VIGUS DOBLE CABINA 4X2 DIESEL,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,14219950.0,61.008.000-6,Metropolitana,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,711341-109-CM22,2022-10-04,1.0,96.642.160-6,PIAMONTE S.A.,JMC VIGUS WORK 4X2,Metropolitana,Gama 2,11549500.0,97.35227499025932,97.48466124074636,JMC,11490000.0,VIGUS DOBLE CABINA 4X2 DIESEL,4x2,11549500,11549500.0,97.35227499025932,JMC METROPOLITANA CAMIONETA 96.642.160-6
1848062,T60 DX 4X2,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,15926400.0,60.103.007-1,Bío-Bío,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1457-70-CM22,2022-10-04,1.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,T60 DX 4X2,,,,,MAXUS CENTRO CAMIONETA 86.519.000-K
1848027,VIGUS DOBLE CABINA 4X2 DIESEL,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,14219950.0,69.255.300-4,Metropolitana,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1736-2742-CM22,2022-10-06,1.0,96.642.160-6,PIAMONTE S.A.,JMC VIGUS WORK 4X2,Metropolitana,Gama 2,11549500.0,97.35227499025932,97.48466124074636,JMC,11490000.0,VIGUS DOBLE CABINA 4X2 DIESEL,4x2,11549500,11549500.0,97.35227499025932,JMC METROPOLITANA CAMIONETA 96.642.160-6
1848052,NAVARA DC SE 2.3D MT 4WD,CAMIONETA,NISSAN,Camiones ligeros o vehículos de deporte de utilidad,27829020.0,69.210.500-1,Los Lagos,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,584146-470-CM22,2022-10-06,1.0,91.502.000-3,Salinas y Fabres S.A.,NISSAN NAVARA SE 4X4 MT ,Sur,Gama 4,19341547.66666667,73.75107848573923,75.06352456145227,nissan,19150243.0,NAVARA DC SE 2.3D MT 4WD,SE 4x4 mt ,19150243,19341547.66666667,73.75107848573923,NISSAN SUR CAMIONETA 91.502.000-3
1875489,VIGUS WORK LX 4X4 DIESEL G4,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,15938950.0,60.510.000-7,Metropolitana,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1614-215-CM22,2022-10-12,2.0,96.642.160-6,PIAMONTE S.A.,JMC VIGUS WORK 4X2,Metropolitana,Gama 2,11549500.0,97.35227499025932,97.48466124074636,JMC,11490000.0,VIGUS WORK LX 4X4 DIESEL G4,4x2,11549500,11549500.0,97.35227499025932,JMC METROPOLITANA CAMIONETA 96.642.160-6
1848081,WINGLE 5 G 2.2 4X2 ELITE,CAMIONETA,GREATWALL,Camiones ligeros o vehículos de deporte de utilidad,11890000.0,61.004.000-4,Metropolitana,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,634-1080-CM22,2022-10-12,3.0,86.385.500-4,COMERCIAL ANFRUNS Y COMPAíIA SPA,,,,,,,,,WINGLE 5 G 2.2 4X2 ELITE,,,,,GREATWALL METROPOLITANA CAMIONETA 86.385.500-4
1848062,T60 DX 4X2,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,16886400.0,73.568.600-3,Valparaíso,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,2594-882-CM22,2022-10-18,2.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,T60 DX 4X2,,,,,MAXUS CENTRO CAMIONETA 86.519.000-K
1875489,VIGUS WORK LX 4X4 DIESEL G4,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,15938950.0,61.307.000-1,Metropolitana,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,609-491-CM22,2022-10-11,1.0,96.642.160-6,PIAMONTE S.A.,JMC VIGUS WORK 4X2,Metropolitana,Gama 2,11549500.0,97.35227499025932,97.48466124074636,JMC,11490000.0,VIGUS WORK LX 4X4 DIESEL G4,4x2,11549500,11549500.0,97.35227499025932,JMC METROPOLITANA CAMIONETA 96.642.160-6
1848062,T60 DX 4X2,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,16886400.0,60.107.000-6,Tarapacá,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,628-122-CM22,2022-10-13,2.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,T60 DX 4X2,,,,,MAXUS CENTRO CAMIONETA 86.519.000-K
1848027,VIGUS DOBLE CABINA 4X2 DIESEL,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,14219950.0,82.983.100-7,Metropolitana,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,872-552-CM22,2022-10-17,2.0,96.642.160-6,PIAMONTE S.A.,JMC VIGUS WORK 4X2,Metropolitana,Gama 2,11549500.0,97.35227499025932,97.48466124074636,JMC,11490000.0,VIGUS DOBLE CABINA 4X2 DIESEL,4x2,11549500,11549500.0,97.35227499025932,JMC METROPOLITANA CAMIONETA 96.642.160-6
1848062,T60 DX 4X2,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,16886400.0,69.040.300-5,Coquimbo,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,2448-869-CM22,2022-10-17,3.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,T60 DX 4X2,,,,,MAXUS CENTRO CAMIONETA 86.519.000-K
1875489,VIGUS WORK LX 4X4 DIESEL G4,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,15938950.0,60.101.000-3,Metropolitana,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,876-494-CM22,2022-10-14,2.0,96.642.160-6,PIAMONTE S.A.,JMC VIGUS WORK 4X2,Metropolitana,Gama 2,11549500.0,97.35227499025932,97.48466124074636,JMC,11490000.0,VIGUS WORK LX 4X4 DIESEL G4,4x2,11549500,11549500.0,97.35227499025932,JMC METROPOLITANA CAMIONETA 96.642.160-6
1875489,VIGUS WORK LX 4X4 DIESEL G4,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,15938950.0,61.801.000-7,Metropolitana,Obras Públicas,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,587-791-CM22,2022-10-27,3.0,96.642.160-6,PIAMONTE S.A.,JMC VIGUS WORK 4X2,Metropolitana,Gama 2,11549500.0,97.35227499025932,97.48466124074636,JMC,11490000.0,VIGUS WORK LX 4X4 DIESEL G4,4x2,11549500,11549500.0,97.35227499025932,JMC METROPOLITANA CAMIONETA 96.642.160-6
1875489,VIGUS WORK LX 4X4 DIESEL G4,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,15938950.0,61.001.000-8,Metropolitana,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,759-793-CM22,2022-10-18,1.0,96.642.160-6,PIAMONTE S.A.,JMC VIGUS WORK 4X2,Metropolitana,Gama 2,11549500.0,97.35227499025932,97.48466124074636,JMC,11490000.0,VIGUS WORK LX 4X4 DIESEL G4,4x2,11549500,11549500.0,97.35227499025932,JMC METROPOLITANA CAMIONETA 96.642.160-6
1848003,SAVEIRO DOBLE CABINA,CAMIONETA,VOLKSWAGEN,Camiones ligeros o vehículos de deporte de utilidad,12012000.0,69.071.300-4,Metropolitana,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,2483-1126-CM22,2022-10-18,1.0,76.245.828-4,PORSCHE CHILE SPA,VOLKSWAGEN SAVEIRO DOBLE CABINA,Metropolitana,Gama 1,8914267.5,100.0,100.0,Volkswagen,8895600.0,SAVEIRO DOBLE CABINA,Doble Cabina,8914267.5,8914267.5,100.0,VOLKSWAGEN METROPOLITANA CAMIONETA 76.245.828-4
1848027,VIGUS DOBLE CABINA 4X2 DIESEL,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,14219950.0,69.061.100-7,Valparaíso,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1165648-444-CM22,2022-10-19,1.0,96.642.160-6,PIAMONTE S.A.,JMC VIGUS WORK 4X2,Metropolitana,Gama 2,11549500.0,97.35227499025932,97.48466124074636,JMC,11490000.0,VIGUS DOBLE CABINA 4X2 DIESEL,4x2,11549500,11549500.0,97.35227499025932,JMC METROPOLITANA CAMIONETA 96.642.160-6
1848081,WINGLE 5 G 2.2 4X2 ELITE,CAMIONETA,GREATWALL,Camiones ligeros o vehículos de deporte de utilidad,11890000.0,61.608.200-0,Metropolitana,Salud,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1180920-1-CM22,2022-10-28,3.0,86.385.500-4,COMERCIAL ANFRUNS Y COMPAíIA SPA,,,,,,,,,WINGLE 5 G 2.2 4X2 ELITE,,,,,GREATWALL METROPOLITANA CAMIONETA 86.385.500-4
1848068,T60 DX 4X4,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,18422400.0,69.060.400-0,Valparaíso,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,3882-951-CM22,2022-10-21,2.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,T60 DX 4X4,,,,,MAXUS CENTRO CAMIONETA 86.519.000-K
1848068,T60 DX 4X4,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,18422399.0,60.109.000-7,Aysén,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1449-38-CM22,2022-10-25,1.0,96.889.440-4,Mediterraneo Automotores SA,MAXUS T60 T60 DX 4X4,Centro,Gama 4,14188100.0,100.0,100.0,Maxus,14090600.0,T60 DX 4X4,T60 DX 4X4,14188100,14188100.0,100.0,MAXUS CENTRO CAMIONETA 96.889.440-4
1848062,T60 DX 4X2,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,16886399.0,61.979.970-4,Metropolitana,"Gob. Central, Universidades",2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,618923-329-CM22,2022-10-25,1.0,96.889.440-4,Mediterraneo Automotores SA,MAXUS T60 T60 DX 4X2,Centro,Gama 3,12872100.0,100.0,100.0,Maxus,12774600.0,T60 DX 4X2,T60 DX 4X2,12872100,12872100.0,100.0,MAXUS CENTRO CAMIONETA 96.889.440-4
1848068,T60 DX 4X4,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,18422399.0,69.071.800-6,Metropolitana,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,2702-545-CM22,2022-10-25,1.0,96.889.440-4,Mediterraneo Automotores SA,MAXUS T60 T60 DX 4X4,Centro,Gama 4,14188100.0,100.0,100.0,Maxus,14090600.0,T60 DX 4X4,T60 DX 4X4,14188100,14188100.0,100.0,MAXUS CENTRO CAMIONETA 96.889.440-4
1875489,VIGUS WORK LX 4X4 DIESEL G4,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,15938950.0,61.101.037-0,Metropolitana,FFAA,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,3525-128-CM22,2022-10-28,2.0,96.642.160-6,PIAMONTE S.A.,JMC VIGUS WORK 4X2,Metropolitana,Gama 2,11549500.0,97.35227499025932,97.48466124074636,JMC,11490000.0,VIGUS WORK LX 4X4 DIESEL G4,4x2,11549500,11549500.0,97.35227499025932,JMC METROPOLITANA CAMIONETA 96.642.160-6
1875489,VIGUS WORK LX 4X4 DIESEL G4,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,15938950.0,69.180.700-2,Araucanía,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,3517-215-CM22,2022-10-27,3.0,96.642.160-6,PIAMONTE S.A.,JMC VIGUS WORK 4X2,Metropolitana,Gama 2,11549500.0,97.35227499025932,97.48466124074636,JMC,11490000.0,VIGUS WORK LX 4X4 DIESEL G4,4x2,11549500,11549500.0,97.35227499025932,JMC METROPOLITANA CAMIONETA 96.642.160-6
1848003,SAVEIRO DOBLE CABINA,CAMIONETA,VOLKSWAGEN,Camiones ligeros o vehículos de deporte de utilidad,12012000.0,69.255.500-7,Metropolitana,Municipalidades,2022,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,2676-745-CM22,2022-10-27,1.0,76.245.828-4,PORSCHE CHILE SPA,VOLKSWAGEN SAVEIRO DOBLE CABINA,Metropolitana,Gama 1,8914267.5,100.0,100.0,Volkswagen,8895600.0,SAVEIRO DOBLE CABINA,Doble Cabina,8914267.5,8914267.5,100.0,VOLKSWAGEN METROPOLITANA CAMIONETA 76.245.828-4
