Unnamed: 0,Nro Licitación Pública,Id Convenio Marco,Convenio Marco,CodigoOC,NombreOC,Fecha Envío OC,EstadoOC,Proviene de Gran Compra,idGranCompra,Especificación del Comprador,IDProductoCM,Producto,Nombre Producto ONU,Tipo de Producto,Marca,Modelo,Precio Unitario,Cantidad,TotaLínea(Neto),Moneda,Monto Total OC Neto,Descuento Global OC,Cargos Adicionales OC,Subtotal OC,Impuestos,Monto Total OC,Rut Unidad de Compra,Unidad de Compra,Razón Social Comprador,Dirección Unidad Compra,Comuna Unidad Compra,Región Unidad de Compra,Institución,Sector,Rut Proveedor,Nombre Proveedor Sucursal,Nombre Empresa,Comuna del Proveedor,Región del Proveedor,Observaciones,Forma de Pago,Orgcode_Comprador,Entcode_Comprador,Orgcode_Proveedor,Entcode_Proveedor
52927,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,5911-188-CM23,Orden de Compra generada por la Gran Compra: 68780,2023-07-27,Recepci?n Conforme,S?,68780.0,(1930359) SUV HYUNDAI TUCSON NX4 2.0 AT VALUE MACROZONA METROPOLITANA 2023 1930359,1930359,SUV HYUNDAI TUCSON NX4 2.0 AT VALUE MACROZONA METROPOLITANA 2023,Automóviles,SUV,HYUNDAI ,TUCSON NX4 2.0 AT VALUE,20586471,10.0,205864710,CLP,205864710,0,0,205864710,"39114294,9","244979004,9",70.819.400-K,TRIBUNAL CONSTITUCIONAL,TRIBUNAL CONSTITUCIONAL,Huérfanos 1234,Santiago,Metropolitana,TRIBUNAL CONSTITUCIONAL,Legislativo y judicial,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,Pudahuel,Región Metropolitana de Santiago,Adquisición de 10 Vehículos Institucionales,30 d?as contra la recepci?n conforme de la factura,304869,299576,32636,32413
53102,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,3030-709-CM23,CAMIONETA RAM 700 1.4L SLT CD,2023-07-27,Aceptada,No,,(1929149) CAMIONETA RAM 700 1.4L SLT CD MACROZONA CENTRO 2023,1929149,CAMIONETA RAM 700 1.4L SLT CD MACROZONA CENTRO 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,RAM,700 1.4L SLT CD,12989715,1.0,12989715,CLP,12989715,0,0,12989715,"2468045,85","15457760,85",69.130.800-6,Dpto. de Salud,Ilustre Municipalidad de Retiro,"Errázuriz Nº 240, Oficina de Adquisiciones, 2°  piso",Retiro,Maule,Ilustre Municipalidad de Retiro,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,CAMIONETA PARA PROG. MAS ADULTOS MAYORES AUTOVALENTES.,30 d?as contra la recepci?n conforme de la factura,3978,113252,32639,32414
53739,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,584105-525-CM23,Compra vehículo Mitsubishi Outlander Flota Subsecretaría de Energía,2023-07-27,Recepci?n Conforme,No,,(1930142) SUV MITSUBISHI OUTLANDER 2.5L GLS 4X4 7P MACROZONA CENTRO 2023,1930142,SUV MITSUBISHI OUTLANDER 2.5L GLS 4X4 7P MACROZONA CENTRO 2023,Automóviles,SUV,MITSUBISHI,OUTLANDER 2.5L GLS 4X4 7P,26910895,1.0,26910895,CLP,26910895,0,0,26910895,"5113070,05","32023965,05",61.979.830-9,P01,SUBSECRETARIA DE ENERGIA,"Alameda 1449, torre 2, piso 13, Santiago",Santiago,Metropolitana,Subsecretaría de Energía,"Gob. Central, Universidades",79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,Orden de Compra codigo: 584105-525-CM23 dirigida a AUTOMOTRIZ CORDILLERA S.A.,30 d?as contra la recepci?n conforme de la factura,584105,1155673,32639,32414
55461,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,634-624-CM23,Dos (2) SUV TOYOTA RAV4 2.0L LE,2023-07-28,Recepci?n Conforme,No,,(1928232) SUV TOYOTA RAV4 2.0L LE MACROZONA METROPOLITANA 2023,1928232,SUV TOYOTA RAV4 2.0L LE MACROZONA METROPOLITANA 2023,Automóviles,SUV,TOYOTA,RAV4 2.0L LE,18250672,2.0,36501344,CLP,36501344,0,0,36501344,"6935255,36","43436599,36",61.004.000-4,Dirección Nacional,DIRECCION GENERAL DE GENDARMERIA DE CHIL,"Rosas N°1274, Santiago (Unidad de Fiscalía)",San Joaquín,Metropolitana,Gendarmería de Chile,"Gob. Central, Universidades",84.807.200-1,BRUNO FRITSCH S.A.,BRUNO FRITSCH S.A. ,,,"Coordinar entrega en San Juan N°5294, San Joaquín, con Christian Osses al correo christian.osses@gendarmeria.cl, Fono 222038336
Proveedor debe aceptar la Orden de Compra antes de despachar productos.
Facturar a Gendarmería de Chile
RUT 61.004.000-4",30 d?as contra la recepci?n conforme de la factura,1630,6925,24507,24823
55484,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,634-625-CM23,CAMIONETA NISSAN NAVARA 2.3D,2023-07-28,Recepci?n Conforme,No,,(1929108) CAMIONETA NISSAN NAVARA 2.3D DC SE MACROZONA METROPOLITANA 2023,1929108,CAMIONETA NISSAN NAVARA 2.3D DC SE MACROZONA METROPOLITANA 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,NISSAN,NAVARA 2.3D DC SE,22603171,1.0,22603171,CLP,22603171,0,0,22603171,"4294602,49","26897773,49",61.004.000-4,Dirección Nacional,DIRECCION GENERAL DE GENDARMERIA DE CHIL,"Rosas N°1274, Santiago (Unidad de Fiscalía)",Santiago Centro,Metropolitana,Gendarmería de Chile,"Gob. Central, Universidades",79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,"Coordinar entrega en San Juan N°5294, San Joaquín, con Christian Osses al correo christian.osses@gendarmeria.cl, Fono 222038336
Proveedor debe aceptar la Orden de Compra antes de despachar productos.
Facturar a Gendarmería de Chile
RUT 61.004.000-4",30 d?as contra la recepci?n conforme de la factura,1630,6925,32639,32414
57029,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,3296-17-CM23,Orden de Compra: 3296-17-CM23,2023-07-31,Aceptada,No,,(1930142) SUV MITSUBISHI OUTLANDER 2.5L GLS 4X4 7P MACROZONA CENTRO 2023,1930142,SUV MITSUBISHI OUTLANDER 2.5L GLS 4X4 7P MACROZONA CENTRO 2023,Automóviles,SUV,MITSUBISHI,OUTLANDER 2.5L GLS 4X4 7P,26910895,1.0,26910895,CLP,26910895,0,230000,27140895,"5156770,05","32297665,05",69.231.000-4,SECPLAN,I MUNICIPALIDAD DE CURACO DE VELEZ,Gabriela Mistral  10,Curaco de Vélez,Los Lagos,I MUNICIPALIDAD DE CURACO DE VELEZ,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,Orden de Compra codigo: 3296-17-CM23 dirigida a AUTOMOTRIZ CORDILLERA S.A.,30 d?as contra la recepci?n conforme de la factura,4217,114393,32639,32414
57732,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,4455-687-CM23,Adquisición Camioneta Uso Daem Arauco,2023-07-31,Recepci?n Conforme,No,,(1929241) CAMIONETA TOYOTA HILUX 2.7L SR GASOLINA CD 4X2 MACROZONA SUR 2023,1929241,CAMIONETA TOYOTA HILUX 2.7L SR GASOLINA CD 4X2 MACROZONA SUR 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,TOYOTA,HILUX 2.7L SR GASOLINA CD 4X2,21719287,1.0,21719287,CLP,21719287,0,0,21719287,"4126664,53","25845951,53",69.160.100-5,Ilustre Municipalidad de Arauco - Educación,I MUNICIPALIDAD DE ARAUCO,esmeralda # 410,Arauco,Bío-Bío,I MUNICIPALIDAD DE ARAUCO,Municipalidades,91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,,,Orden de Compra codigo: 4455-687-CM23 dirigida a SALINAS Y FABRES SOCIEDAD ANONIMA,30 d?as contra la recepci?n conforme de la factura,5371,7050,26569,26778
43,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,5240-136-CM23,ADQUISICIÓN DE CAMIONETAS 4X4 PARA CARABINEROS DE CHILE,2023-08-18,Recepci?n Conforme,S?,68266.0,(1929023) CAMIONETA JMC VIGUS PLUS 2.4L 4X4 MACROZONA CENTRO 2023 1929023,1929023,CAMIONETA JMC VIGUS PLUS 2.4L 4X4 MACROZONA CENTRO 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,JMC,VIGUS PLUS 2.4L 4X4,16690000,6.0,100140000,CLP,100140000,0,0,100140000,19026600,119166600,61.938.500-4,Direccion de Compras Publicas de Carabineros,DIRECCION DE LOGISTICA DE CARABINEROS,"Av. Lib. Bernardo OHiggins N° 1449,torre 7,PISO 11",Santiago,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,Concepción,Región del Biobío ,"ACUERDO COMPLEMENTARIO N°03-2023 
VIGENCIA Y DURACION DEL ACUERDO COMPLEMENTARIO: CONFORME CLAUSULA TERCERO
PRECIO: CONFORME CLAUSULA CUARTO 
FORMA DE PAGO Y FACTURACION: CONFORME CLAUSULA QUINTO 
OBLIGACIONES DEL VENDEDOR: CONFORME CLAUSULA SEXTO 
PLAZO Y LUGAR DE ENTREGA: CONFORME CLAUSULA SEPTIMO
MULTAS POR ATRASO EN LA ENTREGA: CONFORME CLAUSULA NOVENO
",30 d?as contra la recepci?n conforme de la factura,6153,113812,32639,32414
99,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,5240-162-CM23,"ADQUISICION DE VEHCULOS TIPO COMANDO CON CARGO AL FONDO ROTATIVO DE ABASTECIMIENTO F.O.R.A., PARA CARABINEROS DE CHILE",2023-08-17,Recepci?n Conforme,S?,68420.0,(1930341) SUV HYUNDAI TUCSON NX4 2.0 MT PLUS MACROZONA METROPOLITANA 2023 1930341,1930341,SUV HYUNDAI TUCSON NX4 2.0 MT PLUS MACROZONA METROPOLITANA 2023,Automóviles,SUV,HYUNDAI ,TUCSON NX4 2.0 MT PLUS,17686218,7.0,123803526,CLP,123803526,0,0,123803526,0,123803526,61.938.500-4,Direccion de Compras Publicas de Carabineros,DIRECCION DE LOGISTICA DE CARABINEROS,"Av. Lib. Bernardo OHiggins N° 1449,torre 7,PISO 11",Santiago,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,Pudahuel,Región Metropolitana de Santiago,"ACUERDO COMPLEMENTARIO N°04-2023 
VIGENCIA Y DURACION DEL ACUERDO COMPLEMENTARIO: CONFORME CLAUSULA TERCERO 
PRECIO: CONFORME CLAUSULA CUARTO 
FORMA DE PAGO Y FACTURACION: CONFORME CLAUSULA QUINTO 
OBLIGACIONES DEL VENDEDOR: CONFORME CLAUSULA SEXTO 
PLAZO Y LUGAR DE ENTREGA: CONFORME CLAUSULA SEPTIMO
",30 d?as contra la recepci?n conforme de la factura,6153,113812,32636,32413
187,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,618-247-CM23,(ksc) Adquisición de camionetas para Corfo.,2023-08-22,Aceptada,S?,68560.0,(1928933) CAMIONETA GREAT WALL WINGLE7 2.0L ELITE 4X2 MACROZONA CENTRO 2023 1928933,1928933,CAMIONETA GREAT WALL WINGLE7 2.0L ELITE 4X2 MACROZONA CENTRO 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,GREAT WALL,WINGLE7 2.0L ELITE 4X2,13677471,2.0,27354942,CLP,41032413,0,0,41032413,"7796158,47","48828571,47",60.706.000-2,Subgerencia de Administración,CORPORACION DE FOMENTO DE LA PRODUCCION,"Moneda 921, Oficina 720",Santiago,Metropolitana,Corporación de Fomento de la Producción - CORFO,"Gob. Central, Universidades",86.385.500-4,COMERCIAL ANFRUNS Y COMPAÑIA SPA,COMERCIAL ANFRUNS Y COMPANIA SPA,,,"Adquisición de camionetas para Corfo, vía convenio marco ID 2239-5-LR21. 
Orden de Compra generada por la Gran Compra: 68560.
Contacto: Jaime Gamboa; jgamboa@corfo.cl.",30 d?as contra la recepci?n conforme de la factura,1614,6942,976986,184380
188,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,618-247-CM23,(ksc) Adquisición de camionetas para Corfo.,2023-08-22,Aceptada,S?,68560.0,(1928933) CAMIONETA GREAT WALL WINGLE7 2.0L ELITE 4X2 MACROZONA CENTRO 2023 1928933,1928933,CAMIONETA GREAT WALL WINGLE7 2.0L ELITE 4X2 MACROZONA CENTRO 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,GREAT WALL,WINGLE7 2.0L ELITE 4X2,13677471,1.0,13677471,CLP,41032413,0,0,41032413,"7796158,47","48828571,47",60.706.000-2,Subgerencia de Administración,CORPORACION DE FOMENTO DE LA PRODUCCION,"Moneda 921, Oficina 720",Santiago,Metropolitana,Corporación de Fomento de la Producción - CORFO,"Gob. Central, Universidades",86.385.500-4,COMERCIAL ANFRUNS Y COMPAÑIA SPA,COMERCIAL ANFRUNS Y COMPANIA SPA,,,"Adquisición de camionetas para Corfo, vía convenio marco ID 2239-5-LR21. 
Orden de Compra generada por la Gran Compra: 68560.
Contacto: Jaime Gamboa; jgamboa@corfo.cl.",30 d?as contra la recepci?n conforme de la factura,1614,6942,976986,184380
225,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,2831-22-CM23,Gran Compra: 68508 Adq. Móviles Municipales,2023-08-29,Aceptada,S?,68508.0,(1929209) CAMIONETA TOYOTA HILUX 2.4L DX CD 4X2 MACROZONA CENTRO 2023 1929209,1929209,CAMIONETA TOYOTA HILUX 2.4L DX CD 4X2 MACROZONA CENTRO 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,TOYOTA,HILUX 2.4L DX CD 4X2,22411290,11.0,246524190,CLP,371826240,0,0,371826240,"70646985,6","442473225,6",69.060.100-1,SECRETARIA COMUNAL DE PLANIFICACION,I MUNICIPALIDAD DE QUILLOTA,Ariztía Nº 525. 2º Piso .Quillota.,Quillota,Valparaíso,I MUNICIPALIDAD DE QUILLOTA,Municipalidades,86.519.000-K,Maritano y Ebensperger Ltda.,Maritano y Ebensperger Ltda.,Chillán,Región del Ñuble,"Adquisición de 16 móviles municipales, en virtud del Convenio Mandato Completo e Irrevocable del proyecto ""Adquisición Móviles Municipales, Municipalidad de Quillota"". ",30 d?as contra la recepci?n conforme de la factura,3817,88203,62896,61164
226,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,2831-22-CM23,Gran Compra: 68508 Adq. Móviles Municipales,2023-08-29,Aceptada,S?,68508.0,(1929215) CAMIONETA TOYOTA HILUX 2.4L DX CD 4X4 MACROZONA CENTRO 2023 1929215,1929215,CAMIONETA TOYOTA HILUX 2.4L DX CD 4X4 MACROZONA CENTRO 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,TOYOTA,HILUX 2.4L DX CD 4X4,25060410,5.0,125302050,CLP,371826240,0,0,371826240,"70646985,6","442473225,6",69.060.100-1,SECRETARIA COMUNAL DE PLANIFICACION,I MUNICIPALIDAD DE QUILLOTA,Ariztía Nº 525. 2º Piso .Quillota.,Quillota,Valparaíso,I MUNICIPALIDAD DE QUILLOTA,Municipalidades,86.519.000-K,Maritano y Ebensperger Ltda.,Maritano y Ebensperger Ltda.,Chillán,Región del Ñuble,"Adquisición de 16 móviles municipales, en virtud del Convenio Mandato Completo e Irrevocable del proyecto ""Adquisición Móviles Municipales, Municipalidad de Quillota"". ",30 d?as contra la recepci?n conforme de la factura,3817,88203,62896,61164
384,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,1020-293-CM23,Gran Compra: 68572 Adq Vehiculos SOP,2023-08-31,Aceptada,S?,68572.0,(1928135) SUV NISSAN  X-TRAIL 2.5L SENSE AUT MACROZONA CENTRO 2023 1928135,1928135,SUV NISSAN  X-TRAIL 2.5L SENSE AUT MACROZONA CENTRO 2023,Automóviles,SUV,NISSAN,X-TRAIL 2.5L SENSE AUT,23582736,3.0,70748208,CLP,149651480,0,0,149651480,"28433781,2","178085261,2",61.202.000-0,MOP Subsecretaría,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,,Santiago,Metropolitana,Ministerio de Obras Publicas Dirección Gral. de OOPP,Obras Públicas,91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,Santiago,Región Metropolitana de Santiago,"FACTURAR A: Ministerio de Obras Públicas Dirección Gral de OOPP
RUT: 61.202.000-0
COD UDP: 2020
UNID: NIVEL_CENTRAL_SUBSECRETARIA
ENVIAR ARCHIVO XML CORREO: mop_dte@paperless.cl

COORDINAR LUGAR DE ENTREGA PREVIAMENTE CON:
jorge.alvarez.g@mop.gov.cl - Fono +56-2-24493163
patricio.bustos@mop.gov.cl - Fono +56-2-24493153",30 d?as contra la recepci?n conforme de la factura,2016,7249,26569,26778
385,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,1020-293-CM23,Gran Compra: 68572 Adq Vehiculos SOP,2023-08-31,Aceptada,S?,68572.0,(1928651) SUV NISSAN  QASHQAI 1.3L SEMSE MT 2WD MACROZONA CENTRO 2023 1928651,1928651,SUV NISSAN  QASHQAI 1.3L SEMSE MT 2WD MACROZONA CENTRO 2023,Automóviles,SUV,NISSAN,QASHQAI 1.3L SEMSE MT 2WD,19725818,4.0,78903272,CLP,149651480,0,0,149651480,"28433781,2","178085261,2",61.202.000-0,MOP Subsecretaría,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,,Santiago,Metropolitana,Ministerio de Obras Publicas Dirección Gral. de OOPP,Obras Públicas,91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,Santiago,Región Metropolitana de Santiago,"FACTURAR A: Ministerio de Obras Públicas Dirección Gral de OOPP
RUT: 61.202.000-0
COD UDP: 2020
UNID: NIVEL_CENTRAL_SUBSECRETARIA
ENVIAR ARCHIVO XML CORREO: mop_dte@paperless.cl

COORDINAR LUGAR DE ENTREGA PREVIAMENTE CON:
jorge.alvarez.g@mop.gov.cl - Fono +56-2-24493163
patricio.bustos@mop.gov.cl - Fono +56-2-24493153",30 d?as contra la recepci?n conforme de la factura,2016,7249,26569,26778
389,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,2446-878-CM23,Orden de Compra: 2446-878-CM23,2023-08-25,Aceptada,No,,(1928838) CAMIONETA CHANGAN HUNTER 1.9L COMFORT 4X4 MACROZONA METROPOLITANA 2023,1928838,CAMIONETA CHANGAN HUNTER 1.9L COMFORT 4X4 MACROZONA METROPOLITANA 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,CHANGAN,HUNTER 1.9L COMFORT 4X4,14862368,1.0,14862368,CLP,14862368,0,0,14862368,"2823849,92","17686217,92",69.040.300-5,IMUNI_COQUIMBO,I MUNICIPALIDAD DE COQUIMBO,Bilbao  348,Coquimbo,Coquimbo,I. MUNICIPALIDAD DE COQUIMBO,Municipalidades,94.141.000-6,Derco SPA,DERCO S.P.A,,,"Orden de Compra codigo: 2446-878-CM23 dirigida a DERCO SPA  La supervisión de la ejecución de la relación contractual será de responsabilidad de Don. Héctor Pizarro Gómez , Email; hpizarro@municoquimbo.cl, Administrador  Monumento  Cruz Tercer Milenio; fo",30 d?as contra la recepci?n conforme de la factura,3438,87901,39850,39256
490,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,1596-267-CM23,ADQUISICION DE VEHICULOS (CAMIONETAS) PARA LA ILUSTRE MUNICIPALIDAD DE SAN JAVIER,2023-08-01,Recepci?n Conforme,S?,68557.0,(1929217) CAMIONETA TOYOTA HILUX 2.4L DX CD 4X4 MACROZONA SUR 2023 1929217,1929217,CAMIONETA TOYOTA HILUX 2.4L DX CD 4X4 MACROZONA SUR 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,TOYOTA,HILUX 2.4L DX CD 4X4,28614084,3.0,85842252,CLP,85842252,0,0,85842252,"16310027,88","102152279,88",72.227.000-2,Gobierno Regional del Maule,GOBIERNO REGIONAL VII REGION,"1 NORTE #711, TALCA.",Talca,Maule,GOBIERNO REGIONAL VII REGION,"Gob. Central, Universidades",91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,Santiago,Región Metropolitana de Santiago,"Adquisición  Proyecto ADQUISICION DE VEHICULOS (CAMIONETAS) PARA LA ILUSTRE MUNICIPALIDAD DE SAN JAVIER COD. BIP.  40.016.560-0.
COMPRA PARA LA I. MUNICIPALIDAD DE SAN JAVIER
INCLUYE: Permiso Circulación, Placa Patente,  SOAP, Rev. Técnica, Logos.
LUGAR DE ENTREGA: Dependencias I. Municipalidad de San Javier, Plazo 10 días corridos

",30 d?as contra la recepci?n conforme de la factura,2592,7223,26569,26778
2269,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,1237379-8-CM23,Orden de Compra: 1237379-8-CM23,2023-08-02,Aceptada,No,,(1929083) CAMIONETA MAXUS T60 D20 2.0L GLX 4X4 AUT MACROZONA CENTRO 2023,1929083,CAMIONETA MAXUS T60 D20 2.0L GLX 4X4 AUT MACROZONA CENTRO 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,MAXUS,T60 D20 2.0L GLX 4X4 AUT,22367490,1.0,22367490,CLP,22367490,0,0,22367490,"4249823,1","26617313,1",69.090.800-k,SECPLAN,I MUNICIPALIDAD DE PUMANQUE,Luis Antonio Baraona #120,Pumanque,Lib. Gral. Bdo. O'Higgins,I MUNICIPALIDAD DE PUMANQUE,Municipalidades,86.519.000-K,Maritano y Ebensperger Ltda.,Maritano y Ebensperger Ltda.,,,Orden de Compra codigo: 1237379-8-CM23 dirigida a MARITANO Y EBENSPERGER LTDA,30 d?as contra la recepci?n conforme de la factura,1237379,116402,62896,61164
3030,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,1609-233-CM23,Orden de Compra: 1609-233-CM23,2023-08-01,Recepci?n Conforme,No,,(1930007) CAMIONETA NISSAN NAVARA 2.3D DC PRO-4X 4X4 AUT MACROZONA AUSTRAL 2023,1930007,CAMIONETA NISSAN NAVARA 2.3D DC PRO-4X 4X4 AUT MACROZONA AUSTRAL 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,NISSAN,NAVARA 2.3D DC PRO-4X 4X4 AUT,38185303,1.0,38185303,CLP,38185303,0,480000,38665303,"7346407,57","46011710,57",72.229.800-4,GOBIERNO REGIONAL,GOBIERNO REGIONAL XII REGION MAGALLANES Y ANTARTICA CHILENA,PLAZA MUÑOZ GAMERO Nº 1028,Punta Arenas,Magallanes y Antártica,GOBIERNO REGIONAL XII REGION MAGALLANES Y ANTARTICA CHILENA,"Gob. Central, Universidades",91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,,,"Solicitud de materiales N º 545 del Gobernador Regional.
Se solicita que el  vehículo sea de preferencia color PLATA, de no existir disponibilidad color BLANCO.
Enviar el archivo XML de la factura a la casilla de correo dipresrecepcion@custodium.com",30 d?as contra la recepci?n conforme de la factura,2605,7087,26569,26778
3623,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,3932-528-CM23,Orden de Compra: 3932-528-CM23,2023-08-01,Aceptada,No,,(1928495) SUV NISSAN  KICKS 1.6L SENSE MACROZONA CENTRO 2023,1928495,SUV NISSAN  KICKS 1.6L SENSE MACROZONA CENTRO 2023,Automóviles,SUV,NISSAN,KICKS 1.6L SENSE,13389892,1.0,13389892,CLP,13389892,0,0,13389892,"2544079,48","15933971,48",69.090.200-1,Salud Municipal,I MUNICIPALIDAD DE PLACILLA,Almirante Latorre N° 2229,Placilla,Lib. Gral. Bdo. O'Higgins,I MUNICIPALIDAD DE PLACILLA,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,Orden de Compra codigo: 3932-528-CM23 dirigida a AUTOMOTRIZ CORDILLERA S.A.,30 d?as contra la recepci?n conforme de la factura,4852,118087,32639,32414
5937,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,3439-72-CM23,ADQUISICIÓN DE CAMIONETA TOYOTA HILUX,2023-08-01,Recepci?n Conforme,No,,(1929210) CAMIONETA TOYOTA HILUX 2.4L DX CD 4X2 MACROZONA METROPOLITANA 2023,1929210,CAMIONETA TOYOTA HILUX 2.4L DX CD 4X2 MACROZONA METROPOLITANA 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,TOYOTA,HILUX 2.4L DX CD 4X2,22100000,1.0,22100000,CLP,22100000,0,0,22100000,0,22100000,61.938.500-4,Depto.Fomento Equino L4,DIRECCION DE LOGISTICA DE CARABINEROS,"Amunátegui N° 519,  piso 9 Santiago",Santiago,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,84.807.200-1,BRUNO FRITSCH S.A.,BRUNO FRITSCH S.A. ,,,"DIR. FACTURACIÓN: AV. LIB. BDO. O´HIGGINS 1196, PISO 9, STGO.
DIR. ENTREGA PRODUCTOS: AV. FERMIN VIVACETA 2700, INDEPENDENCIA, RM.
HORARIOS ENTREGA: LUNES A VIERNES 9:00 A 12:00 Y DE 15:00 A 17:00 HRS, PREVIA COORDINACIÓN AL FONO 229220609 O 229220624",30 d?as contra la recepci?n conforme de la factura,4360,113812,24507,24823
6489,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,3439-74-CM23,ADQUISICIÓN DE CAMIONETA TOYOTA HILUX,2023-08-02,Recepci?n Conforme,No,,(1929210) CAMIONETA TOYOTA HILUX 2.4L DX CD 4X2 MACROZONA METROPOLITANA 2023,1929210,CAMIONETA TOYOTA HILUX 2.4L DX CD 4X2 MACROZONA METROPOLITANA 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,TOYOTA,HILUX 2.4L DX CD 4X2,22100000,1.0,22100000,CLP,22100000,0,0,22100000,0,22100000,61.938.500-4,Depto.Fomento Equino L4,DIRECCION DE LOGISTICA DE CARABINEROS,"Amunátegui N° 519,  piso 9 Santiago",Santiago,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,84.807.200-1,BRUNO FRITSCH S.A.,BRUNO FRITSCH S.A. ,,,"DIR. FACTURACIÓN: AV. LIB. BDO. O´HIGGINS 1196, PISO 9, STGO.
DIR. ENTREGA PRODUCTOS: AV. FERMIN VIVACETA 2700, INDEPENDENCIA, RM.
HORARIOS ENTREGA: LUNES A VIERNES 9:00 A 12:00 Y DE 15:00 A 17:00 HRS, PREVIA COORDINACIÓN AL FONO 229220609 O 229220624",30 d?as contra la recepci?n conforme de la factura,4360,113812,24507,24823
