marca,modelo,tipo producto
nissan,nueva pathfinder exclusive 3.5l cvt 4x4,suv
nissan,nueva pathfinder sense 3.5l 4x2 cvt,suv
nissan,nueva x-trail 2.5l advance cvt 3filas -multimedia,suv
nissan,nueva x-trail 2.5l exclusive cvt 3filas 4x4 – multimedia,suv
nissan,nueva x-trail 2.5l sense cvt -multimedia,suv
nissan,nueva x-trail 2.5l sense cvt 2wd -multimedia,suv
nissan,nueva x-trail 2.5l sense cvt 4wd -multimedia,suv
nissan,pathfinder 3.5l advance 4x2,suv
nissan,pathfinder 3.5l advance 4x4,suv
nissan,pathfinder 3.5l exclusive 4x4,suv
nissan,pathfinder 3.5l sense 4x2,suv
nissan,pathfinder advance 3.5l cvt,suv
nissan,pathfinder advance 3.5l cvt 4wd,suv
nissan,pathfinder advance at 2wd 2024,suv
nissan,pathfinder advance at 4wd 2024,suv
nissan,pathfinder exclusive 3.5l cvt 4wd,suv
nissan,pathfinder exclusive at 4wd 2024,suv
nissan,pathfinder sense 3.5l cvt,suv
nissan,pathfinder sense at 2wd 2024,suv
nissan,qashqai 2.0l advance,suv
nissan,qashqai 2.0l advance aut,suv
nissan,qashqai 2.0l advance aut mc,suv
nissan,qashqai 2.0l advance aut rm,suv
nissan,qashqai 2.0l advance cvt – multimedia,suv
nissan,qashqai 2.0l advance mc,suv
nissan,qashqai 2.0l advance mt – multimedia,suv
nissan,qashqai 2.0l advance rm,suv
nissan,qashqai 2.0l exclusive aut 4x4,suv
nissan,qashqai 2.0l exclusive aut 4x4 mc,suv
nissan,qashqai 2.0l exclusive aut 4x4 rm,suv
nissan,qashqai 2.0l exclusive cvt 4x4 – multimedia,suv
nissan,qashqai 2.0l sense,suv
nissan,qashqai 2.0l sense mc,suv
nissan,qashqai 2.0l sense mt – multimedia,suv
nissan,qashqai 2.0l sense rm,suv
nissan,qashqai advance cvt 2024,suv
nissan,qashqai advance cvt plus 2024,suv
nissan,qashqai advance mt 2024,suv
nissan,qashqai exclusive cvt 4wd 2024,suv
nissan,qashqai sense mt 2024,suv
nissan,x-trail 2.5l advance aut 3filas,suv
nissan,x-trail 2.5l exclusive aut 3filas 4x4,suv
nissan,x-trail 2.5l sense aut 2 filas,suv
nissan,x-trail 2.5l sense aut 2 filas 4wd,suv
nissan,x-trail 2.5l sense aut 2 filas 4x4,suv
nissan,x-trail 2.5l sense aut 2filas,suv
nissan,x-trail 2.5l sense aut 3 filas,suv
nissan,x-trail 2.5l sense aut 3filas,suv
nissan,x-trail 2.5l sense aut 4wd,suv
nissan,x-trail advance 3 row awd e-power 2024,suv
nissan,x-trail advance cvt,suv
nissan,x-trail advance cvt 3row 2024,suv
nissan,x-trail exclusive 3 row awd e-power 2024,suv
nissan,x-trail exclusive cvt 3row - awd 2024,suv
nissan,x-trail exclusive cvt 4wd,suv
nissan,x-trail semse cvt 3row 2024,suv
nissan,x-trail sense 2 row 4x2,suv
nissan,x-trail sense 2 row 4x4,suv
nissan,x-trail sense 2row 4x2,suv
nissan,x-trail sense 2row 4x4,suv
nissan,x-trail sense cvt,suv
nissan,x-trail sense cvt 2row 2024,suv
opel,crossland edition 1.2t at6 e6.4 2024,suv
opel,crossland edition 1.2t mt6 2024,suv
opel,crossland x 1.2l enjoy aut,suv
opel,crossland x 1.2l innovation aut,suv
opel,crossland x 1.5l td enjoy,suv
opel,grandland grandland gs 1.2t at8 2024,suv
opel,grandland grandland gs 1.2t mt6 2024,suv
opel,grandland grandland gs 1.5td at8 2024,suv
opel,grandland grandland ultimate 1.2t at8 2024,suv
opel,grandland x 1.2l dynamic mt,suv
opel,grandland x 1.6l innovation aut,suv
opel,grandland x 1.6l td limited aut,suv
opel,"grandland x dynamic 1,2 mt",suv
opel,"grandland x dynamic 1,5 td at8",suv
opel,grandland x dynamic 1.2t mt6,suv
opel,grandland x dynamic 1.5td at8,suv
opel,grandland x dynamic 1.6t at,suv
opel,grandland x innovation 1.6t at,suv
opel,grandland x innovation 2.0 td at8,suv
opel,grandland x innovation 2.0td at8,suv
opel,mokka 1.2 elegance 130hp mt6 e6.4 2024,suv
opel,mokka 1.2t elegance 130hp at8 2024,suv
opel,mokka 1.2t gs line 130hp at8 2024,suv
opel,mokka 1.5td elegance 110hp mt6 2024,suv
peugeot,2008 1.2 active pack puretech 130hp 2024,suv
peugeot,2008 1.2 alture pack puretech 130hp 2024,suv
peugeot,2008 1.5 alture pack bluehdi 130hp eat8 2024,suv
peugeot,2008 electrico 136hp 2024,suv
peugeot,3008 1.2 active puretech 130 hp mt,suv
peugeot,3008 1.5 allure bluehdi 130 eat6,suv
peugeot,3008 1.5l active bluehdi 130hp,suv
peugeot,3008 1.5l allure bluehdi 130hp aut8,suv
peugeot,3008 1.5l gt-line bluehdi 130hp aut,suv
peugeot,3008 1.6 gt-line puretech 180 eat8,suv
peugeot,3008 active bluehdi 130,suv
peugeot,3008 active pack 1.2 puretech 130hp 2024,suv
peugeot,3008 active puretech 130,suv
peugeot,3008 allure bluehdi 130 eat6,suv
peugeot,3008 allure thp 165 eat6,suv
peugeot,3008 alture 1.5 bluehdi 130hp eat8 2024,suv
peugeot,3008 alture pack 1.6 thp 1650hp eat6 2024,suv
peugeot,3008 gt 1.5 bluehdi 130hp eat8 2024,suv
peugeot,3008 gt 1.6 puretech 180hp eat8 2024,suv
peugeot,3008 gt bluehdi 130 eat8,suv
peugeot,3008 gt bluehdi 180 eat8,suv
peugeot,3008 gt-line bluehdi 130 eat8,suv
peugeot,3008 gt-line puretech 180 eat8,suv
peugeot,3008 hybrid4 300 eeat8 2024,suv
peugeot,5008 1.5 alture bluehdi 130hp eat8 2024,suv
peugeot,5008 1.5 gt bluehdi 130hp eat8 2024,suv
peugeot,5008 1.5l active bluehdi 130hp aut8,suv
peugeot,5008 1.5l allure bluehdi 130hp aut8,suv
peugeot,5008 1.5l gt-line bluehdi 130hp aut8,suv
peugeot,5008 1.6 alturethp 165hp eat6 2024,suv
peugeot,5008 1.6 gt puretech 180hp eat8 2024,suv
peugeot,5008 allure bluehdi 130 eat6,suv
peugeot,5008 allure thp 165 eat6,suv
peugeot,5008 gt black pack bluehdi 130 eat8 2024,suv
peugeot,5008 gt black pack puretech 180 eat8 2024,suv
peugeot,5008 gt bluehdi 180 eat8,suv
peugeot,5008 gt-line bluehdi 130 eat8,suv
peugeot,5008 gt-line puretech 180 eat8,suv
peugeot,nuevo 2008 active bluehdi 100,suv
peugeot,nuevo 2008 active puretech 130,suv
peugeot,nuevo 2008 allure puretech 130 eat8,suv
peugeot,nuevo 2008 gt-line bluehdi 130 eat8,suv
peugeot,rifter allure bluehdi 100,suv
peugeot,rifter allure bluehdi 130 eat8,suv
peugeot,rifter allure puretech 130 eat8,suv
peugeot,rifter alure bluehdi 100 mt 2024,suv
peugeot,rifter alure bluehdi 130 at 2024,suv
peugeot,rifter alure puretech 130 at 2024,suv
peugeot, rifter allure bluehdi 100 ,suv
peugeot, rifter allure bluehdi 130 eat8 ,suv
peugeot, rifter allure puretech 130 eat8,suv
renault,arkana life,suv
renault,arkana zen,suv
renault,new duster 1.6l life,suv
renault,new duster 1.6l zen,suv
ssangyong,korando glx 1.5t 6at 2wd 6ab at 2024,suv
ssangyong,korando glx 1.5t 6mt 2wd 6ab mt 2024,suv
ssangyong,korando glx 1.6td 6at 2wd 6ab at 2024,suv
ssangyong,korando glx 1.6td 6mt 2wd 6ab mt 2024,suv
ssangyong,korando limited 1.5t 6at 2wd 6ab at 2024,suv
ssangyong,korando lx 1.5t 6mt 2wd mt 2024,suv
ssangyong,new rexton yrx100 2wd mt,suv
ssangyong,new rexton yrx111 2wd at,suv
ssangyong,new rexton yrx201 2wd at,suv
ssangyong,new rexton yrx211 4wd at,suv
ssangyong,new rexton yrx212 4wd at,suv
ssangyong,rexton glx 2.2td 2wd 6ab at 2024,suv
ssangyong,rexton glx 2.2td 2wd 6ab mt 2024,suv
ssangyong,rexton glx 2.2td 8at 4wd 6ab at 2024,suv
ssangyong,rexton lx 2.0t 6at 4wd 6ab at 2024,suv
ssangyong,rexton lx 2.0t 6mt 2wd 6ab mt 2024,suv
ssangyong,rexton lx 2.2td 8at 2wd 2ab at 2024,suv
ssangyong,rexton lx 2.2td 8at 2wd 2ab mt 2024,suv
ssangyong,tivoli glx 1.6 6mt 2wd mt 2024,suv
ssangyong,tivoli limited 1.6 6at 2wd 6 ab at 2024,suv
ssangyong,tivoli lx 1.6 6mt 2wd mt 2024,suv
ssangyong,tivoli tv1010,suv
ssangyong,tivoli tv1011,suv
ssangyong,tivoli tv1111,suv
ssangyong,torres glx 1.5t 2wd at 2024,suv
ssangyong,torres glx 1.5t 2wd mt 2024,suv
ssangyong,torres glx 1.5t 4wd at 2024,suv
ssangyong,torres limited plus 1.5t 4wd bitono at 2024,suv
ssangyong,torres limited plus 1.5t 4wd sunroof at 2024,suv
subaru,crosstrek 2.0i awd cvt at 2024,suv
subaru,crosstrek 2.0i awd cvt dynamic eyesigh at 2024,suv
subaru,crosstrek 2.0i awd cvt touring eyesigh at 2024,suv
suzuki,jimny 1.5l glx aut,suv
suzuki,s-cross 1.4l limited 4x4 boosterjet,suv
suzuki,s-cross 1.6l gl,suv
suzuki,s-cross 1.6l gl aut,suv
suzuki,s-cross 1.6l glx,suv
suzuki,s-cross 1.6l glx 4x4,suv
suzuki,s-cross 1.6l glx aut,suv
suzuki,vitara 1.4l limited boosterjet awd,suv
suzuki,vitara 1.6l gls,suv
suzuki,vitara 1.6l gls awd,suv
suzuki,vitara 1.6l glx,suv
suzuki,vitara 1.6l glx aut,suv
suzuki,vitara 1.6l glx awd,suv
suzuki,vitara 1.6l limited awd,suv
suzuki,xl7 1.4l gl,suv
suzuki,xl7 1.4l glx,suv
suzuki,xl7 1.4l glx aut,suv
toyota,4runner 4.0l 4x2 sr5,suv
toyota,4runner 4.0l 4x4 limited,suv
toyota,4runner 4.0l 4x4 sr5,suv
toyota,4runner 4x2 sr5 control volante,suv
toyota,4runner 4x2 sr5 control volante *nueva,suv
toyota,4runner 4x4 limited *nueva,suv
toyota,4runner 4x4 sr5 control volante * nueva,suv
toyota,4runner limited 4x4 at 2024,suv
toyota,4runner sr5 4x2 at 2024,suv
toyota,4runner sr5 4x4 at 2024,suv
toyota,c-hr luxury 1.8 4x2 cvt hv,suv
toyota,corolla cross 1.8 seg cvt hv hibrido,suv
toyota,corolla cross 1.8 xei cvt hv hibrido,suv
toyota,corolla cross hev seg 1.8 hev at 2024,suv
toyota,corolla cross hev xei 1.8 hev at 2024,suv
toyota,fortuner 2.7l sr5 4x2,suv
toyota,fortuner 2.7l srx 4x2,suv
toyota,fortuner 2.7l srx 4x4,suv
toyota,fortuner 2.8l mt tdi 4x4,suv
toyota,fortuner 2.8l tdi sr5 4x4,suv
toyota,fortuner 2.8l tdi srx 4x4,suv
toyota,fortuner sr5 4x2 2.7l,suv
toyota,fortuner sr5 4x2 2.7l at 2024,suv
toyota,fortuner sr5 4x4 mt tdi 2.8l,suv
toyota,fortuner sr5 4x4 tdi 2.8 at 2024,suv
toyota,fortuner sr5 4x4 tdi 2.8 mt 2024,suv
toyota,fortuner sr5 4x4 tdi 2.8l,suv
toyota,fortuner srv 4x2 2.7l,suv
toyota,fortuner srx 4x2 2.7l,suv
toyota,fortuner srx 4x4 2.7l,suv
toyota,fortuner srx 4x4 tdi 2.8 at 2024,suv
toyota,fortuner srx 4x4 tdi 2.8l,suv
toyota,land cruiser prado 2.7l tx-l 3p,suv
toyota,land cruiser prado 3d tx-l,suv
toyota,land cruiser prado 4.0l vx 4wd aut,suv
toyota,land cruiser prado 4.0l vx-l limited 4wd aut,suv
toyota,land cruiser prado 5d vx,suv
toyota,land cruiser prado vx-l limited,suv
toyota,raize 1.2 cvt gas e mt 2024,suv
toyota,raize 1.2 mt gas mt 2024,suv
toyota,rav 4 limited 2.5 4x4 cvt hv,suv
toyota,rav4 2.0l le,suv
toyota,rav4 2.0l le 4x4,suv
toyota,rav4 2.0l le aut,suv
toyota,rav4 2.0l xle aut,suv
toyota,rav4 2.5l adventure 4x4 aut,suv
toyota,rav4 2.5l xle 4x4 aut,suv
toyota,rav4 2.5l xle aut,suv
toyota,rav4 adventure 2.5 4x4 at,suv
toyota,rav4 hibrido 2.5l le aut,suv
toyota,rav4 hibrido 2.5l limited 4x4 aut,suv
toyota,rav4 hibrido 2.5l xle aut,suv
toyota,rav4 le 2.0 4x2 cvt,suv
toyota,rav4 le 2.0 4x2 cvt at 2024,suv
toyota,rav4 le 2.0 4x2 mt,suv
toyota,rav4 le 2.0 4x2 mt 2024,suv
toyota,rav4 le 2.0 4x4 mt,suv
toyota,rav4 le 2.0 4x4 mt 2024,suv
toyota,rav4 le 2.5 4x2 cvt hv,suv
toyota,rav4 limited 2.5 hv cvt 4x4 at 2024,suv
toyota,rav4 new xle 2.0 4x2 cvt,suv
toyota,rav4 xle 2.0 4x2 cvt,suv
toyota,rav4 xle 2.0 4x2 cvt at 2024,suv
toyota,rav4 xle 2.5 4x2 at,suv
toyota,rav4 xle 2.5 4x2 cvt hv,suv
toyota,rav4 xle 2.5 4x2 cvt hv at 2024,suv
toyota,rav4 xle 2.5 4x4 at,suv
toyota,rav4 xse 2.5 4x2 cvt hv at 2024,suv
toyota,rush 1.5 xei at,suv
toyota,rush 1.5 xei mt,suv
toyota,rush 1.5 xli at,suv
toyota,rush 1.5 xli mt,suv
toyota,yaris cross xi 1.5 at 2024,suv
volkswagen,t-cross 1.6l comfortline,suv
volkswagen,t-cross 1.6l comfortline aut,suv
volkswagen,t-cross 1.6l highline aut,suv
volkswagen,t-cross 1.6l trendline,suv
volkswagen,tiguan 1.4l tsi comfortline aut 5a,suv
volkswagen,tiguan 1.4l tsi comfortline aut 7a,suv
volkswagen,tiguan 1.4l tsi highline 7a aut,suv
volkswagen,tiguan 1.4l tsi trendline 5a aut,suv
volkswagen,tiguan tsi at limited 180hp 4 motion,suv
volkswagen,touareg 3.0l tdi v6 limited,suv
volkswagen,touareg 3.0l tdi v6 r-line,suv
chevrolet,spin ii 1.8l activ at l,minibus
chevrolet,spin ii 1.8l premier at l,minibus
chevrolet,spin ii 1.8l premier mt l,minibus
citroen,jumper 2.2l l3h2 bluehdi escolar,minibus
citroen,spacetourer bluehdi 150 s&s bvm6 business talla xl 2024,minibus
citroen,spacetourer xl bluehdi 150 s&s bvm6 business,minibus
citroen,spacetourer xl bluehdi 180 s&s eat8 business,minibus
fiat,ducato 16+1 ejecutivo l3h2,minibus
fiat,ducato minibus 16 + 1 l3h2 aa,minibus
fiat,ducato minibus 16 + 1 l3h2 aa class a,minibus
fiat,ducato minibus 16 + 1 l3h2 doble aa,minibus
fiat,ducato minibus 16 + 1 l3h2 doble aa class a,minibus
fiat,ducato minibus 16 + 1 l3h2 ejecutivo doble aa,minibus
fiat,ducato minibus 16+1 ejecutivo l3 h2 doble aa,minibus
fiat,ducato minibus 16+1 l3 h2 aa,minibus
fiat,ducato minibus 16+1 l3 h2 doble aa,minibus
ford,transit 2.2l minibus 17+1 pas,minibus
hyundai,solati h350 pasajeros,minibus
hyundai,solati h350 pasajeros / rampa hidraulica,minibus
hyundai,solati h350 pasajeros escolar,minibus
hyundai,solati h350 pasajeros escolar / rampa hidraulica,minibus
hyundai,solati pasajeros,minibus
hyundai,staria mb 2.2 cedi 11p 2024,minibus
hyundai,staria mb 2.2 crdi 4wd 9p luxury 2024,minibus
hyundai,staria mb 2.2 crdi 9p 2024,minibus
hyundai,staria us4 mb 2.2 crdi at 9p,minibus
jac,refine 1.9l executive 10pas,minibus
jac,refine 1.9l executive 8pas,minibus
jac,sunray 1.9l green jet 11+1 pas,minibus
jac,sunray 13+1 mt 2024,minibus
jac,sunray 14+1 mt 2024,minibus
jac,sunray 16+1 mt 2024,minibus
jac,sunray 17+1 mt 2024,minibus
jac,sunray 2.0l green jet 21+1 pas escolar,minibus
jac,sunray 2.7l green jet 13+1 pas,minibus
jac,sunray 2.7l green jet 14+1 pas,minibus
jac,sunray 2.7l green jet 16+1 pas,minibus
jac,sunray 2.7l green jet 17+1 pas,minibus
jac,sunray 2.7l green jet 27+1 pas escolar,minibus
maxus,ev80 minibus 15+1,minibus
maxus,g10 6+1,minibus
maxus,g10 6+1 ejecutiva,minibus
maxus,g10 9+1,minibus
maxus,g10 escolar 18+1,minibus
maxus,g10 minibus 6+1,minibus
maxus,g10 minibus 6+1 e6 2024,minibus
maxus,g10 minibus 9+1,minibus
maxus,g10 minibus 9+1 e6 2024,minibus
maxus,g10 van escolar e5,minibus
maxus,g90 minibus elite 6+1 2024,minibus
maxus,g90 minibus luxury 6+1 2024,minibus
maxus,mifa 9 90 kwh luxury 2024,minibus
maxus,new v80 fl minibus 12+1 e5,minibus
maxus,new v80 fl minibus 12+1 e5 dlx,minibus
maxus,new v80 fl minibus 15+1 e5 dlx,minibus
maxus,new v80 fl van escolar e5,minibus
maxus,v80 12+1,minibus
maxus,v80 15+1,minibus
maxus,v90 escolar,minibus
maxus,v90 minibus 15+1 a3,minibus
maxus,v90 minibus 15+1 a4 at,minibus
maxus,v90 minibus 15+1 dr at,minibus
maxus,v90 minibus 16+1 a4 dr,minibus
maxus,v90 minibus techo alto 15+1 a4,minibus
maxus,v90 minibus techo medio 15+1 a3,minibus
nissan,nv350 2.5l,minibus
nissan,nv350 2.5l bus wide s long 15 pas,minibus
nissan,nv350 2.5l escolar 24pas,minibus
nissan,nv350 2.5l pasajeros 15,minibus
nissan,nv350 2.5l turismo confort,minibus
nissan,nv350 2.5l wide s-long cargo,minibus
nissan,nv350 2.5l wide s-long mt,minibus
nissan,nv350 2.5l wide s-long mt school bus,minibus
nissan,nv350 wide s-long bus 2.5d mt,minibus
nissan,nv350 wide s-long bus 2.5d mt (school bus),minibus
nissan,nv350 wide s-long bus 2.5l mt,minibus
nissan,nv350 wide s-long bus 2.5l mt (school bus),minibus
peugeot,boxer escolar l2h2 25p bluehdi 160,minibus
peugeot,traveller active l3 8p 2.0 bluehdi 150 mt6,minibus
peugeot,traveller active l3 8p 2.0 bluehdi 180 eat8,minibus
peugeot,traveller business l3 8p bluehdi 180 eat8 2024,minibus
peugeot,traveller business l3 9p bluehdi 145 2024,minibus
peugeot,traveller business l3 9p bluehdi 150,minibus
toyota,hiace pasajeros 2.8l l1h1 11pas,minibus
toyota,hiace pasajeros 2.8l l2h2 9pas,minibus
toyota,hiace turismo l1h1 gl,minibus
toyota,hiace turismo l1h1 mt 2024,minibus
toyota,hiace turismo l2h2 gl,minibus
toyota,turismo l1h1 gl,minibus
toyota,turismo l2h2 gl,minibus
changan,m 201 cargo 2024,furgon
changan,m 201 cargo ac 2024,furgon
changan,m201 1.2l furgon,furgon
changan,m201 1.2l furgon ac,furgon
changan,md201 1.2l cargo box,furgon
changan,md201 1.2l cargo box ac,furgon
chevrolet,n 400 max 1.5 l ac p mt 2024,furgon
chevrolet,n 400 max 1.5 l p mt 2024,furgon
chevrolet,n400 max 1.5l,furgon
chevrolet,n400 max 1.5l ac,furgon
chevrolet,n400 max ii 1.5l mt,furgon
chevrolet,n400 max ii 1.5l mt ac,furgon
chevrolet,n400 max ll 1.5 l mt,furgon
chevrolet,n400 max ll 1.5 l mt ac,furgon
citroen,berlingo cargo 1.6 hdi 92 bvm5 m 2024,furgon
citroen,berlingo cargo 1.6 hdi 92 bvm5 xl 2024,furgon
citroen,jumper cargo l2h2 bluehdi 165 s&s bvm6 2024,furgon
citroen,jumper cargo l3h2 bluehdi 165 s&s bvm6 2024,furgon
citroen,jumper cargo l4h2 bluehdi 165 s&s bvm6 2024,furgon
citroen,jumper l1h1 bluehdi 163 s&s bvm6,furgon
citroen,jumper l2h2 bluehdi 163 s&s bvm6,furgon
citroen,jumper l2h2 bluehdi 163 s&s bvm6 escolar,furgon
citroen,jumper l3 chasis cabina bluehdi 163 s&s bvm6,furgon
citroen,jumper l3h2 bluehdi 163 s&s bvm6,furgon
citroen,jumper l4h2 bluehdi 163 s&s bvm6,furgon
citroen,jumpy cargo bluehdi 150 s&s bvm6 xl 2024,furgon
citroen,new berlingo m 1.6 hdi 92 bvm,furgon
citroen,new berlingo xl 1.6 hdi 92 bvm,furgon
citroen,new jumpy comfort xl hdi 150 bvm6,furgon
citroen,new jumpy comfort xl hdi 150 bvm6 escolar,furgon
farizon,v6e at 2024,furgon
fiat,ducato 2.3l maxi cargo l1h1,furgon
fiat,ducato 2.3l maxi cargo l1h1 aa 8mt3,furgon
fiat,ducato 2.3l maxi cargo l2h2,furgon
fiat,ducato 2.3l maxi cargo l2h2 aa 11.5 mt3,furgon
fiat,ducato 2.3l maxi cargo l3h2,furgon
fiat,ducato 2.3l maxi cargo l3h2 aa 13 mt3,furgon
fiat,ducato 2.3l maxi cargo l3h2 aa 17 mt3,furgon
fiat,ducato 2.3l maxi cargo l3h2 ac,furgon
fiat,ducato maxi cargo l1 h1,furgon
fiat,ducato maxi cargo l1 h1 aa(8mt3),furgon
fiat,ducato maxi cargo l1 h1 mt 2024,furgon
fiat,ducato maxi cargo l2 h2,furgon
fiat,"ducato maxi cargo l2 h2 aa (11,5mt3)",furgon
fiat,ducato maxi cargo l3 h2,furgon
fiat,ducato maxi cargo l3 h2 aa (13mt3),furgon
fiat,ducato maxi cargo l4 h3,furgon
fiat,ducato maxi cargo l4 h3 aa (17mt3),furgon
ford,transit 2.2l tdci techo alto,furgon
ford,transit furgon largo-techo alto,furgon
hyundai,h-350 furgon solati cargo van,furgon
hyundai,h-350 furgon solati cargo van / carga refrigerada,furgon
hyundai,h-350 furgon solati cargo van / carga refrigerada /plataforma,furgon
jac,refine 1.9l furgon,furgon
jac,sunray cargo,furgon
kyc,v3 cargo van mt 2024,furgon
kyc,v5 cargo van mt 2024,furgon
maxus,deliver 9 cargo l2h2 2024,furgon
maxus,edeliver 9 l2h2 2024,furgon
maxus,edeliver 9 l3h2 2024,furgon
maxus,ev30 cargo van,furgon
maxus,ev80 cargo van,furgon
maxus,g-10 1.9l cargo,furgon
maxus,g10 cargo,furgon
maxus,g10 cargo 2024,furgon
maxus,"new v80 fl cargo van 11,5 m3 e5",furgon
maxus,v90 12m3 l3h3,furgon
maxus,v90 13m3 l3h3,furgon
nissan,nv350 2.5l,furgon
nissan,nv350 2.5l cargo wide s-long,furgon
nissan,nv350 2.5l escolar 24pas,furgon
nissan,nv350 wide s-long cargo 2.5d mt,furgon
nissan,nv350 wide s-long cargo 2.5l mt,furgon
opel,combo 1.5 td mt 2024,furgon
opel,combo 1.6l hdi l1,furgon
opel,movano cargo van l2h2 mt 2024,furgon
opel,vivaro 2.0 td,furgon
opel,vivaro 2.0 td mt 2024,furgon
peugeot,boxer 2.0l furgon l2h2,furgon
peugeot,boxer 2.0l furgon l3h2,furgon
peugeot,boxer 2.0l furgon l4h2,furgon
peugeot,boxer furgon d/c l4h2 bluehdi 165 2024,furgon
peugeot,boxer furgon l2h2 bluehdi 160,furgon
peugeot,boxer furgon l2h2 bluehdi 165 mt 2024,furgon
peugeot,boxer furgon l3h2 bluehdi 160,furgon
peugeot,boxer furgon l3h2 bluehdi 165 mt 2024,furgon
peugeot,boxer furgon l4h2 bluehdi 160,furgon
peugeot,boxer furgon l4h2 bluehdi 165 mt 2024,furgon
peugeot,expert l3 bluehdi 145 mt 2024,furgon
peugeot,expert l3 hdi 150,furgon
peugeot,partner 1.6l l1,furgon
peugeot,partner 1.6l l2,furgon
peugeot,partner l1 bluehdi 100 mt 2024,furgon
peugeot,partner l1 ev at 2024,furgon
peugeot,partner l1 hdi 90,furgon
peugeot,partner l2 bluehdi 100 mt 2024,furgon
peugeot,partner l2 hdi 90,furgon
peugeot,traveller active l3 8p bluehdi 180 eat8 at 2024,furgon
peugeot,traveller business l3 9p bluehdi 145 mt 2024,furgon
ram,ram v700 city 1.3 multijet 16v euro v,furgon
ram,ram v700 city 1.4 evo 8v euro vi,furgon
ram,ram v700 city diesel,furgon
ram,ram v700 city gasolina,furgon
ram,"ram van 700 rapid 1,4l st (3,1mts3)",furgon
ram,"ram van 700 rapid 1,4l st aa (3,1mts3)",furgon
ram,v 700 city 1.3l 2024,furgon
ram,v1000 100o cargo xl 1.6l 5mt3,furgon
ram,v1000 cargo corto 1.3l 3.4 mt3,furgon
ram,v1000 cargo largo 1.3l 3.8 mt3,furgon
ram,v1000 corto,furgon
ram,v1000 corto 1.3l 2024,furgon
ram,v1000 largo,furgon
ram,v1000 xl,furgon
ram,v700 city 1.4l,furgon
ram,v700 city diesel,furgon
ram,v700 rapid 1.4l 2024,furgon
ram,v700 rapid 1.4l st,furgon
ram,v700 rapid 1.4l st aa,furgon
ram,van 1000 cargo corto,furgon
ram,"van 1000 cargo corto 1,3l (3,4mts3)",furgon
ram,van 1000 cargo l,furgon
ram,"van 1000 cargo large 1,3l (3,8mts3)",furgon
ram,van 1000 cargo xl,furgon
ram,"van 1000 cargo xl 1,6l (5mts3)",furgon
ram,"van 700 rapid 1,4l st",furgon
renault,dokker 1.5l furgon ac,furgon
renault,kangoo z.e l1,furgon
renault,kangoo z.e l2,furgon
toyota,hiace cargo l1h1 2024,furgon
toyota,hiace furgon 2.8l l1h1,furgon
toyota,hiace furgon 2.8l l1h1b,furgon
toyota,hiace furgon 2.8l l2h2b,furgon
chery,iq 1.0l gls,hatchback
chevrolet,spark gt 1.2 ii mt activ,hatchback
chevrolet,spark gt 1.2 ii mt lt ac,hatchback
chevrolet,spark gt 1.2 ii mt lt ac full,hatchback
chevrolet,spin activ 1.8l aut,hatchback
citroen,c3 1.2l puretech 110 feel aut,hatchback
citroen,c3 1.2l puretech 82 feel,hatchback
citroen,c3 1.2l puretech 82 live,hatchback
citroen,c3 1.5l bluehdi 100 s&s feel,hatchback
citroen,c3 1.5l bluehdi 100 s&s live,hatchback
citroen,c3 1.5l bluehdi 100 s&s shine,hatchback
fiat,500 1.2l pop,hatchback
fiat,500 1.2l pop aut,hatchback
fiat,500 1.2l pop mt,hatchback
fiat,500 1.4l lounge,hatchback
fiat,500 1.4l lounge aut,hatchback
fiat,500 lounge 1.4 at,hatchback
fiat,500 lounge 1.4 mt,hatchback
fiat,500 pop 1.2 at,hatchback
fiat,500 pop 1.2 mt,hatchback
fiat,500 sport 1.4,hatchback
fiat,500 sport 1.4 at,hatchback
fiat,500c 1.2 l pop at,hatchback
fiat,500c 1.2 l pop mt,hatchback
fiat,500c 1.4 l pop at,hatchback
fiat,500c 1.4 l pop mt,hatchback
fiat,argo 1.3l drive elx,hatchback
fiat,argo 1.3l drive gse,hatchback
fiat,"argo drive 1,3 gse",hatchback
fiat,"argo drive elx 1,3 gse",hatchback
fiat,argo trekking 1.3l trekking,hatchback
fiat,mobi 1.0l way cross plus,hatchback
fiat,qubo dynamic,hatchback
fiat,qubo dynamic 1.4,hatchback
honda,civic si 1.5 t mt,hatchback
honda,civic si 1.5 t mt sensing (new),hatchback
mazda,3 sport 2.0l s,hatchback
mazda,3 sport 2.0l v,hatchback
mazda,3 sport 2.0l v aut,hatchback
mazda,3 sport 2.5l gtx,hatchback
mazda,3 sport 2.5l gtx aut,hatchback
mitsubishi,mirage 1.2l gl,hatchback
mitsubishi,mirage 1.2l gls,hatchback
mitsubishi,mirage 1.2l glx,hatchback
mitsubishi,mirage gl,hatchback
mitsubishi,mirage gl mt,hatchback
mitsubishi,mirage gls,hatchback
mitsubishi,mirage gls mt,hatchback
mitsubishi,mirage glx,hatchback
mitsubishi,mirage glx mt,hatchback
nissan,leaf,hatchback
opel,corsa 1.2l edition,hatchback
opel,corsa 1.2t edition,hatchback
opel,corsa 1.2t edition aut,hatchback
opel,corsa edition 1.2t at8,hatchback
opel,corsa edition 1.2t mt6,hatchback
opel,corsa edition 1.5td mt6,hatchback
opel,corsa gs line 1.2t at8,hatchback
